,id,length,diameter,color
1406,70239201942561058,38.0,5.5,шоколадный
1407,70239201942565622,32.0,5.5,шоколадный
1408,70239201931460413,9.5,3.5,цинк
1409,70239202173126901,50.0,5.0,желтый
1410,70239202188863690,13.0,2.5,
1411,70239202173031382,70.0,4.2,белый цинк
1412,70239202149071650,45.0,3.5,
1413,70239202186110257,51.0,3.8,
1414,70239202149078746,25.0,3.0,
1415,70239202157973810,51.0,4.8,
1416,70239202173070567,19.0,5.5,RAL 3011
1417,70239202149060577,45.0,3.5,
1418,70239202157979330,100.0,5.0,
1419,70239201931544155,5.5,6.3,цинк
1420,70239202156303957,19.0,3.5,
1421,70239202157967753,20.0,5.0,
1422,70239202173125503,25.0,3.9,
1423,70239202157968174,41.0,3.5,
1424,70239202173041160,75.0,4.2,
1425,70239201942562990,25.0,5.0,
1426,70239202173098694,65.0,3.8,
1427,70239202173123848,25.0,5.5,шоколадно-коричневый
1428,70239201931438452,25.0,3.5,
1429,70239202173109921,32.0,3.5,
1430,70239202173081893,35.0,4.8,RAL 7004
1431,70239202173097050,70.0,4.8,небесно-голубой
1432,70239202149060608,20.0,5.0,
1433,70239202173130551,51.0,3.5,
1434,70239202157977852,150.0,4.8,
1435,70239202173130153,50.0,4.8,синий насыщенный
1436,70239202173104336,45.0,4.0,желтый цинк
1437,70239202173110062,60.0,4.8,зеленый насыщенный
1438,70239202157986049,25.0,5.0,
1439,70239202157981367,50.0,5.5,
1440,70239202173086216,25.0,3.5,
1441,70239202149096823,40.0,4.0,
1442,70239201931570808,45.0,3.5,
1443,70239202173092609,50.0,4.8,RAL 8017
1444,70239202188510330,51.0,4.8,RAL 6020
1445,70239202188510050,35.0,5.0,
1446,70239202156263335,50.0,4.5,
1447,70239202173056217,19.0,3.5,
1448,70239201931467313,11.0,3.5,
1449,70239202157984118,32.0,3.9,
1450,70239202188175114,35.0,3.5,
1451,70239202173127578,60.0,4.5,желтый цинк
1452,70239202173086301,65.0,4.8,зеленый
1453,70239202188629537,60.0,4.0,
1454,70239201931544773,13.0,4.2,ярко-синий
1455,70239202188700362,95.0,4.8,
1456,70239202176901549,19.0,4.8,синий
1457,70239201931550274,25.0,3.5,цинк
1458,70239201931544164,35.0,3.9,
1459,70239202188648625,40.0,3.0,
1460,70239202157980448,19.0,4.2,
1461,70239202149071668,5.5,6.3,
1462,70239202149124611,20.0,3.5,
1463,70239202157967073,45.0,3.9,
1464,70239201931549014,130.0,6.3,цинк
1465,70239202173088889,110.0,4.8,желтый
1466,70239202149083870,16.0,3.0,
1467,70239202173064463,29.0,4.8,синий насыщенный
1468,70239202167093785,12.0,4.0,
1469,70239202157980676,35.0,3.5,
1470,70239202173119992,25.0,5.5,шоколадно-коричневый
1471,70239202173071132,51.0,4.8,RAL 6020
1472,70239202173086572,150.0,6.0,желтый цинк
1473,70239202149121528,60.0,4.0,
1474,70239201940584324,4.8,35.0,
1475,70239202148926940,60.0,4.0,
1476,70239202149059941,12.0,4.0,
1477,70239202173124433,45.0,5.0,желтый
1478,70239202157983168,11.0,3.8,
1479,70239202149073299,75.0,4.2,
1480,70239201931438753,16.0,4.2,
1481,70239202173481015,45.0,3.9,
1482,70239202149071659,51.0,3.8,
1483,70239202173060937,32.0,4.2,белый
1484,70239201931461601,50.0,4.2,
1485,70239202173038996,30.0,3.0,
1486,70239201931461420,50.0,4.8,цинк
1487,70239202149071102,35.0,3.5,
1488,70239202173077953,200.0,6.0,желтый цинк
1489,70239201931544222,70.0,4.8,красный цинк
1490,70239201940748100,19.0,3.5,
1491,70239202173123554,32.0,3.5,
1492,70239202149053134,90.0,5.0,
1493,70239202173480962,35.0,4.8,коричневый шоколадный
1494,70239201931544266,19.0,4.2,цинк
1495,70239201954471889,19.0,5.5,красный
1496,70239201931456045,110.0,10.0,
1497,70239202187119380,45.0,3.5,
1498,70239202186897062,51.0,4.8,
1499,70239202149082999,19.0,3.9,
1500,70239202173098329,19.0,4.8,коричневый
1501,70239201940582740,4.8,120.0,
1502,70239202149059730,16.0,3.5,
1503,70239202173135207,16.0,3.9,
1504,70239202153673679,19.0,3.5,
1505,70239202173032825,60.0,5.0,
1506,70239202157973337,30.0,3.5,
1507,70239202187106366,35.0,4.8,
1508,70239202188847108,50.0,6.0,
1509,70239202173062316,45.0,4.0,желтый
1510,70239202149110294,25.0,4.2,
1511,70239201931462050,55.0,3.5,
1512,70239202173068532,19.0,5.5,RAL 5005
1513,70239202173124556,19.0,4.8,зеленый
1514,70239202188749563,40.0,4.5,
1515,70239202157976485,41.0,4.2,
1516,70239201954471220,13.0,4.2,
1517,70239202173480880,25.0,4.2,цинк
1518,70239202186586667,35.0,3.8,черный
1519,70239202157985473,40.0,3.5,
1520,70239202148960327,38.0,4.2,
1521,70239202173113015,80.0,6.0,белый цинк
1522,70239202149062530,65.0,4.2,
1523,70239201940584061,25.0,,
1524,70239202186916845,28.0,4.8,
1525,70239202157965636,45.0,3.5,
1526,70239202157984525,140.0,6.0,
1527,70239202149066499,150.0,4.8,
1528,70239202186339640,100.0,4.8,
1529,70239202173103185,29.0,4.8,темно-красный
1530,70239202156267170,40.0,4.5,
1531,70239202149000269,150.0,6.0,
1532,70239202157966680,90.0,6.0,
1533,70239202173124431,110.0,4.8,
1534,70239202186931805,19.0,3.5,
1535,70239202186277080,9.5,3.5,
1536,70239202173078565,90.0,5.0,желтый
1537,70239202173130547,25.0,3.9,желтый цинк
1538,70239202157969865,29.0,4.8,
1539,70239202187044855,25.0,3.5,
1540,70239202156295635,100.0,5.0,
1541,70239202187050722,35.0,3.5,
1542,70239202149116905,38.0,4.2,
1543,70239202149082821,16.0,5.0,
1544,70239201940735456,45.0,3.9,
1545,70239202173039617,16.0,4.2,белый
1546,70239202157975493,11.0,3.8,
1547,70239202187492048,25.0,3.5,
1548,70239202173056443,40.0,6.0,желтый
1549,70239202148927559,13.0,4.2,
1550,70239202187370126,32.0,3.5,
1551,70239202173129815,51.0,4.8,RAL 6005
1552,70239202173097731,65.0,4.8,темно-красный
1553,70239202157983925,95.0,4.8,
1554,70239202173098310,50.0,4.0,
1555,70239201931544227,70.0,4.8,красный цинк
1556,70239202173118732,40.0,4.0,
1557,70239202184374972,38.0,4.2,
1558,70239202149060689,140.0,4.8,
1559,70239202173100895,50.0,4.2,
1560,70239202173039055,35.0,6.0,желтый
1561,70239202149059732,20.0,4.0,
1562,70239202186896831,95.0,4.8,черный
1563,70239202157983597,16.0,4.2,
1564,70239202173192061,80.0,4.8,темно-красный
1565,70239202157984178,125.0,5.0,
1566,70239202188749382,60.0,6.0,
1567,70239202149080177,102.0,6.3,
1568,70239202157973243,19.0,4.2,
1569,70239202173034089,50.0,4.8,синий
1570,70239202164398314,19.0,4.2,
1571,70239201931460615,120.0,6.0,
1572,70239202171890756,80.0,5.0,
1573,70239201931460646,20.0,3.0,
1574,70239202149029238,12.0,3.5,
1575,70239202156290990,40.0,3.0,
1576,70239201931545037,14.0,4.2,цинк
1577,70239201931544179,16.0,4.2,темно-зеленый
1578,70239201931554093,19.0,4.2,темно-зеленый
1579,70239202188615265,80.0,5.0,
1580,70239202173083406,28.0,4.8,RAL 6005
1581,70239202149000708,16.0,3.5,
1582,70239202149058083,16.0,2.5,
1583,70239202149030019,55.0,3.5,
1584,70239202149062656,90.0,4.2,
1585,70239202157983244,25.0,4.0,
1586,70239202148927246,40.0,4.5,
1587,70239202186336850,70.0,6.0,
1588,70239202158256999,11.0,3.5,
1589,70239202173067805,4.8,35.0,красный
1590,70239202173481137,50.0,4.8,винно-красный
1591,70239202149098801,16.0,4.0,
1592,70239201931453879,51.0,5.5,цинк
1593,70239202173026635,19.0,5.5,RAL 5002
1594,70239202173124217,38.0,4.8,зеленый насыщенный
1595,70239201940585714,25.0,,
1596,70239201940734998,65.0,3.8,
1597,70239202173134681,160.0,6.0,желтый цинк
1598,70239202187119362,19.0,5.5,
1599,70239202157982333,32.0,4.2,
1600,70239202173085437,12.0,3.0,желтый цинк
1601,70239202149098660,9.5,3.5,
1602,70239202173026202,29.0,4.8,синий
1603,70239202157989799,19.0,4.2,
1604,70239202188153106,45.0,3.5,
1605,70239202149100651,150.0,4.8,
1606,70239202061696851,50.0,5.0,
1607,70239201931455440,140.0,6.0,
1608,70239202173058811,51.0,4.8,RAL 7004
1609,70239202149110387,75.0,4.2,
1610,70239202173481240,16.0,4.2,
1611,70239202173191610,38.0,3.5,белый цинк
1612,70239202173127808,51.0,3.5,
1613,70239202149082892,50.0,4.2,
1614,70239201940756235,30.0,3.0,
1615,70239202188377825,32.0,3.5,
1616,70239202173133339,35.0,4.8,
1617,70239201942562780,40.0,4.0,
1618,70239202164423923,45.0,3.5,
1619,70239202188863860,20.0,2.5,
1620,70239201931561604,25.0,5.5,ярко-синий цинк
1621,70239202173071817,75.0,4.2,
1622,70239202173036338,35.0,4.8,RAL 6005
1623,70239202173191783,180.0,6.0,белый цинк
1624,70239201942559847,19.0,5.5,серый
1625,70239202189548753,20.0,4.5,
1626,70239202173097667,185.0,6.3,
1627,70239201931467821,50.0,8.0,
1628,70239202173118727,13.0,4.2,
1629,70239201931545746,25.0,4.2,красный
1630,70239202157969086,60.0,4.0,
1631,70239201931460839,41.0,4.2,
1632,70239201931462065,30.0,5.0,
1633,70239202187055199,55.0,3.5,
1634,70239202173029306,30.0,3.5,
1635,70239201931461789,11.0,3.5,цинк
1636,70239201931461416,80.0,10.0,
1637,70239202157983078,15.0,4.0,
1638,70239202173119276,25.0,3.0,желтый
1639,70239202188947931,51.0,5.5,
1640,70239202149038595,30.0,4.0,
1641,70239202188135857,160.0,4.8,
1642,70239201931545171,41.0,3.5,
1643,70239202173044443,19.0,4.8,коричневый
1644,70239201931438924,14.0,4.2,
1645,70239202186586500,16.0,4.2,цинк
1646,70239202149078756,19.0,3.5,
1647,70239201931546719,25.0,5.5,синяя вода цинк
1648,70239202189629533,14.0,4.2,
1649,70239201931552490,25.0,5.5,
1650,70239202173114091,19.0,5.5,RAL 3005
1651,70239202157984240,40.0,3.5,
1652,70239202188983312,60.0,6.0,
1653,70239201931552861,13.0,4.2,красный
1654,70239202173101909,160.0,6.0,белый цинк
1655,70239201931621322,13.0,4.2,
1656,70239202173062036,60.0,4.0,желтый
1657,70239201931467369,76.0,4.8,цинк
1658,70239202173101399,35.0,4.5,белый цинк
1659,70239202149070758,70.0,4.5,
1660,70239202157977037,30.0,3.5,
1661,70239202157987921,41.0,4.2,
1662,70239202173078103,51.0,4.8,RAL 5010
1663,70239201931568867,19.0,4.2,цинк
1664,70239202186277491,13.0,4.2,
1665,70239202173030762,38.0,4.2,
1666,70239202156174671,50.0,5.0,
1667,70239201931545014,35.0,4.8,серый цинк
1668,70239202173071593,35.0,4.8,цинк
1669,70239201931544341,38.0,5.5,
1670,70239202189951610,13.0,2.5,
1671,70239201931544422,16.0,4.2,серый
1672,70239202167097215,64.0,4.8,
1673,70239201931571647,16.0,4.2,цинк
1674,70239201931458967,11.0,3.5,
1675,70239202173135357,35.0,3.5,
1676,70239202189612587,45.0,3.5,
1677,70239201931547622,32.0,6.3,красный цинк
1678,70239202189738589,51.0,3.5,
1679,70239202173062820,28.0,4.8,RAL 7004
1680,70239202173095139,127.0,4.8,
1681,70239202173481269,75.0,4.2,
1682,70239202156228560,35.0,3.5,
1683,70239202173135226,100.0,6.0,желтый
1684,70239202149068147,38.0,5.5,
1685,70239202149062916,50.0,4.2,
1686,70239202188863796,50.0,4.0,
1687,70239202149108146,11.0,3.5,
1688,70239202157985430,19.0,3.9,
1689,70239201931462413,110.0,4.8,
1690,70239202173025656,50.0,6.0,белый цинк
1691,70239202173087480,45.0,3.0,желтый
1692,70239202157985518,30.0,4.0,
1693,70239202173029259,60.0,5.0,белый цинк
1694,70239202189951616,50.0,6.0,
1695,70239202164412408,13.0,4.2,
1696,70239202188629715,110.0,6.0,
1697,70239202173029752,80.0,4.5,желтый цинк
1698,70239202173191382,50.0,4.8,RAL 3009
1699,70239202173133830,75.0,4.2,
1700,70239201942561788,38.0,5.5,
1701,70239202188135837,28.0,4.8,красный
1702,70239202149119182,45.0,4.5,
1703,70239202173131273,20.0,3.5,белый цинк
1704,70239201931544641,25.0,5.5,темно-зеленый цинк
1705,70239202173480965,45.0,3.5,
1706,70239202157971638,16.0,3.5,
1707,70239201942562259,70.0,4.8,синий
1708,70239202188749389,35.0,4.8,RAL 1015
1709,70239202187727626,51.0,3.5,
1710,70239201931461183,110.0,8.0,
1711,70239202186110451,35.0,4.8,
1712,70239201931453920,19.0,3.5,
1713,70239201931460471,35.0,3.5,
1714,70239202188947935,50.0,4.2,
1715,70239202157977173,120.0,6.0,
1716,70239202173025097,51.0,4.8,RAL 3003
1717,70239201931462385,70.0,4.2,
1718,70239202173071413,38.0,4.8,темно-красный
1719,70239202157979028,102.0,4.8,
1720,70239202157984564,50.0,4.5,
1721,70239202187044800,35.0,3.5,
1722,70239202173058426,19.0,5.5,синий насыщенный
1723,70239202157988817,70.0,4.0,
1724,70239202173114175,70.0,5.0,желтый цинк
1725,70239201931465863,75.0,4.2,
1726,70239202157979407,41.0,3.5,
1727,70239202157983201,16.0,3.5,
1728,70239202149127505,16.0,4.2,
1729,70239202186109971,50.0,4.2,
1730,70239202149067903,25.0,4.0,
1731,70239202149072758,25.0,2.5,
1732,70239202149112349,90.0,4.2,
1733,70239201931569448,25.0,4.2,цинк
1734,70239202173084823,90.0,5.0,
1735,70239201931772382,64.0,3.8,
1736,70239202157980577,30.0,5.0,
1737,70239202149038082,13.0,2.5,
1738,70239202012539243,29.0,4.8,зеленый
1739,70239201931461963,64.0,6.3,
1740,70239202157976527,55.0,3.5,
1741,70239202173086654,19.0,3.5,
1742,70239201940584373,45.0,3.9,
1743,70239202173112228,20.0,3.0,
1744,70239202149070959,64.0,4.8,
1745,70239202149073442,32.0,3.5,
1746,70239202186110503,25.0,3.8,черный
1747,70239202149053168,35.0,5.0,
1748,70239202157976689,65.0,3.8,
1749,70239201931462025,12.0,4.0,
1750,70239202149073077,45.0,3.8,
1751,70239201954471653,41.0,4.2,
1752,70239202173027414,50.0,4.8,темно-красный
1753,70239202186562319,45.0,3.5,белый
1754,70239202186613620,25.0,3.5,
1755,70239202157971429,50.0,4.8,
1756,70239201931470865,11.0,3.5,цинк
1757,70239202173057098,19.0,4.2,рубиново-красный
1758,70239202149030001,38.0,4.2,
1759,70239201931439394,16.0,4.2,
1760,70239201931455105,5.5,6.3,
1761,70239202173068134,60.0,4.8,темно-красный
1762,70239202186110446,70.0,4.2,черный
1763,70239202157970938,19.0,3.5,
1764,70239202156198963,70.0,5.0,
1765,70239202188153119,35.0,4.8,коричневый
1766,70239202148926900,12.0,3.0,
1767,70239202156250711,60.0,4.5,
1768,70239202149057375,50.0,5.0,
1769,70239202172897734,32.0,4.2,
1770,70239201942561510,32.0,4.2,
1771,70239202173078613,51.0,4.8,RAL 5002
1772,70239201931546170,25.0,3.9,
1773,70239202164406472,25.0,3.8,
1774,70239202189558845,25.0,3.5,
1775,70239202188749487,28.0,4.8,RAL 7015
1776,70239201931549029,5.5,6.3,цинк
1777,70239202157986239,32.0,3.5,
1778,70239202173481079,51.0,4.2,цинк
1779,70239202188905071,19.0,3.5,
1780,70239202173480988,35.0,3.5,
1781,70239202173127680,16.0,3.0,желтый цинк
1782,70239202173191470,75.0,4.2,
1783,70239201931544899,19.0,5.5,красный цинк
1784,70239202173084140,28.0,4.8,
1785,70239202188153114,80.0,4.8,
1786,70239202173068284,50.0,4.8,белый цинк
1787,70239202173116772,65.0,3.8,
1788,70239202149071208,60.0,4.0,
1789,70239202188959722,13.0,2.5,
1790,70239201942559811,60.0,4.5,
1791,70239202157978943,51.0,3.5,
1792,70239202188135905,32.0,3.5,
1793,70239202186336733,30.0,4.0,
1794,70239202189612571,16.0,3.5,
1795,70239202149068192,25.0,3.9,
1796,70239202173087153,51.0,4.8,RAL 6005
1797,70239201931854905,89.0,4.2,
1798,70239202172988092,19.0,4.2,
1799,70239202187491340,41.0,3.5,
1800,70239201931545750,29.0,4.8,серый цинк
1801,70239202173068147,29.0,4.8,земельно-коричневый
1802,70239202173094972,50.0,5.0,белый цинк
1803,70239202157984404,35.0,3.5,
1804,70239202149071032,60.0,5.0,
1805,70239202186276921,25.0,4.2,
1806,70239202164404839,25.0,4.2,
1807,70239202157970130,35.0,3.5,
1808,70239201954471345,41.0,3.5,
1809,70239201942561069,80.0,4.5,
1810,70239202172896776,38.0,4.2,
1811,70239202188471980,20.0,3.5,
1812,70239202149000404,51.0,3.5,
1813,70239202149067857,16.0,4.0,
1814,70239202173031349,28.0,4.8,желтый
1815,70239202173078462,40.0,4.5,белый цинк
1816,70239201931544225,16.0,4.2,красный
1817,70239202173067219,19.0,5.5,темно-зеленый
1818,70239202189994478,100.0,6.0,
1819,70239202173127079,40.0,5.0,желтый
1820,70239202149053103,80.0,6.0,
1821,70239202186916970,25.0,3.8,цинк
1822,70239202164424590,32.0,3.8,
1823,70239202157988623,20.0,5.0,
1824,70239202173052163,55.0,3.5,
1825,70239201931544178,51.0,4.2,цинк
1826,70239202173030183,19.0,4.2,
1827,70239202157967412,16.0,3.5,
1828,70239202188629713,35.0,3.8,
1829,70239202189918822,40.0,3.5,
1830,70239202173078961,100.0,6.0,желтый
1831,70239202188983347,60.0,4.0,
1832,70239202173058008,28.0,4.8,RAL 3003
1833,70239202173099254,51.0,4.8,RAL 7015
1834,70239202173102989,16.0,4.5,белый цинк
1835,70239201931546745,25.0,4.2,коричневый
1836,70239201931440367,19.0,4.2,
1837,70239202156243723,35.0,6.0,
1838,70239202173087190,32.0,5.5,белый цинк
1839,70239202186339802,32.0,4.2,
1840,70239201940756426,51.0,3.8,
1841,70239201931544499,29.0,4.8,ярко-синий цинк
1842,70239201931460838,150.0,8.0,
1843,70239202149068253,19.0,3.9,
1844,70239202158253053,41.0,3.5,
1845,70239202189529935,35.0,4.5,
1846,70239202157985465,32.0,3.5,
1847,70239202173071867,25.0,3.5,желтый
1848,70239202156258956,45.0,5.0,
1849,70239202157977520,45.0,3.5,
1850,70239202156235129,150.0,6.0,
1851,70239202156296701,50.0,5.0,
1852,70239202149072928,35.0,3.5,
1853,70239202173097953,50.0,4.8,синий насыщенный
1854,70239202173481280,51.0,3.8,
1855,70239202173126406,29.0,4.8,зеленый
1856,70239202173079759,25.0,5.5,зеленый насыщенный
1857,70239202172994755,50.0,4.8,темно-коричневый
1858,70239202187586622,51.0,3.5,
1859,70239202149067843,16.0,3.0,
1860,70239202173120350,51.0,4.8,
1861,70239202157982451,50.0,3.5,
1862,70239202186896927,11.0,3.5,
1863,70239202149071193,25.0,4.5,
1864,70239202173043744,80.0,5.0,
1865,70239201931460834,38.0,4.2,
1866,70239202189503071,30.0,3.5,
1867,70239202173133913,16.0,3.5,белый цинк
1868,70239201931461180,35.0,4.8,цинк
1869,70239202173069175,30.0,3.5,желтый
1870,70239202173117603,16.0,3.5,черный
1871,70239202156259264,40.0,3.0,
1872,70239201931544231,19.0,5.5,цинк
1873,70239202153674311,110.0,6.0,
1874,70239202173112459,40.0,3.0,желтый
1875,70239202187198911,76.0,4.2,
1876,70239202173101923,35.0,4.8,RAL 3011
1877,70239202173024300,75.0,4.2,
1878,70239201931461177,260.0,10.0,
1879,70239202187199324,11.0,3.5,цинк
1880,70239202157983782,76.0,4.2,
1881,70239201931461676,90.0,8.0,
1882,70239202149108249,32.0,3.8,
1883,70239202156170802,35.0,4.0,
1884,70239202173045379,75.0,4.2,
1885,70239202173124476,50.0,4.2,
1886,70239202186339853,32.0,3.5,черный
1887,70239202173051814,70.0,4.8,шоколадно-коричневый
1888,70239202173097522,120.0,6.0,желтый
1889,70239202173072224,51.0,3.5,
1890,70239201931544206,19.0,4.8,цинк
1891,70239201931547152,19.0,3.9,
1892,70239202173112542,13.0,4.2,
1893,70239201931472105,50.0,3.9,
1894,70239202157990284,75.0,4.2,
1895,70239201954471781,29.0,4.8,
1896,70239201931455438,50.0,6.0,
1897,70239202149071161,51.0,4.8,
1898,70239202173071111,19.0,4.2,
1899,70239202173087498,9.5,3.5,
1900,70239201940703662,4.8,19.0,
1901,70239201942564036,60.0,4.0,
1902,70239202173120382,51.0,4.8,RAL 6005
1903,70239201931460621,32.0,4.2,
1904,70239202157984280,16.0,4.2,
1905,70239201931461899,5.5,6.3,
1906,70239202188983395,10.0,2.5,
1907,70239202157967150,65.0,3.8,
1908,70239202186112297,16.0,4.2,
1909,70239202173067438,20.0,4.1,белый цинк
1910,70239202172922524,25.0,5.5,
1911,70239202167082681,120.0,6.0,
1912,70239202149063264,30.0,3.9,
1913,70239202173481121,16.0,3.5,
1914,70239202186337474,100.0,4.8,
1915,70239202149059613,35.0,3.5,
1916,70239202188510284,45.0,4.0,
1917,70239201928639716,25.0,3.5,
1918,70239202157987953,41.0,3.5,
1919,70239201940584037,3.8,32.0,
1920,70239202173087539,45.0,3.5,
1921,70239202188648576,50.0,3.5,
1922,70239202157969471,11.0,3.5,
1923,70239202149063040,13.0,4.2,
1924,70239202149057570,55.0,3.5,
1925,70239202172972271,16.0,4.2,винно-красный
1926,70239202173134447,50.0,4.2,
1927,70239202187055183,25.0,3.5,
1928,70239202173132145,19.0,4.8,цинк
1929,70239202187366957,70.0,4.2,
1930,70239202157969667,14.0,4.2,
1931,70239202173481359,16.0,4.2,цинк
1932,70239201940739850,35.0,3.5,
1933,70239202186336356,75.0,4.2,
1934,70239202149000354,45.0,3.9,
1935,70239201940748968,35.0,3.5,
1936,70239202188511614,40.0,3.5,
1937,70239202153673781,38.0,4.2,
1938,70239201931470321,16.0,2.9,
1939,70239202149119189,150.0,6.0,
1940,70239202188271633,3.0,5.6,RAL 8017
1941,70239202173079826,90.0,4.2,
1942,70239202149066580,64.0,4.8,
1943,70239202156253986,40.0,4.0,
1944,70239202164411080,41.0,3.8,
1945,70239202188629615,45.0,3.5,
1946,70239202188847065,20.0,5.0,
1947,70239202157967120,35.0,4.8,
1948,70239202173080198,45.0,4.5,желтый
1949,70239202171929812,60.0,5.0,
1950,70239202173101466,32.0,6.3,белый цинк
1951,70239202173481067,19.0,3.8,
1952,70239201931672906,90.0,4.2,
1953,70239201942561006,30.0,5.0,
1954,70239202157979304,75.0,4.2,
1955,70239202188863740,20.0,4.5,
1956,70239202173041799,35.0,4.8,RAL 5005
1957,70239202156254871,140.0,6.0,
1958,70239202173120268,19.0,3.5,
1959,70239202189642000,19.0,5.5,RAL 6002
1960,70239202149057475,75.0,4.2,
1961,70239202167082070,25.0,3.8,
1962,70239202173191123,70.0,4.8,синий насыщенный
1963,70239202173063469,4.8,29.0,красный
1964,70239202173042128,19.0,4.8,красный
1965,70239202157977228,40.0,3.5,
1966,70239202157981722,45.0,5.0,
1967,70239202173130829,65.0,3.8,
1968,70239202172918580,13.0,4.2,
1969,70239202157989314,35.0,3.5,
1970,70239202149073341,150.0,6.0,
1971,70239202149119285,65.0,4.2,
1972,70239202188511695,35.0,4.0,
1973,70239201931461785,70.0,6.0,
1974,70239202167083086,100.0,4.8,
1975,70239202157982448,64.0,3.9,
1976,70239202157974748,19.0,3.5,
1977,70239202173191142,60.0,4.8,зеленый
1978,70239202173031344,19.0,5.5,темно-зеленый
1979,70239202149082991,12.0,3.5,
1980,70239202148960463,20.0,2.5,
1981,70239202157983222,90.0,4.8,
1982,70239202149000853,19.0,4.2,
1983,70239202187199313,90.0,4.2,
1984,70239202149068605,20.0,3.0,
1985,70239202173124798,38.0,4.2,
1986,70239202173028826,35.0,4.8,RAL 1014
1987,70239202173481099,41.0,3.5,
1988,70239202173031384,29.0,4.8,рубиново-красный
1989,70239202173481074,41.0,3.5,
1990,70239202187577517,25.0,3.5,
1991,70239202157970528,65.0,3.8,
1992,70239202188511771,30.0,5.0,
1993,70239202153673947,25.0,4.5,
1994,70239202173032119,45.0,4.5,желтый
1995,70239202186336287,25.0,3.5,белый
1996,70239202188511565,80.0,6.0,
1997,70239201931461411,16.0,4.2,
1998,70239202180129746,25.0,4.0,белый цинк
1999,70239201940710177,32.0,4.2,
2000,70239202187533711,45.0,3.5,
2001,70239202188648508,150.0,4.8,
2002,70239202149079406,32.0,4.2,
2003,70239202186932428,89.0,4.2,
2004,70239202164370415,51.0,3.8,
2005,70239202157984046,19.0,6.3,
2006,70239202149066575,64.0,5.5,
2007,70239202149119286,45.0,3.5,
2008,70239201942564080,30.0,6.0,
2009,70239202173130238,41.0,3.5,
2010,70239202175053345,25.0,3.8,
2011,70239202173100018,25.0,3.9,
2012,70239202149062459,130.0,6.0,
2013,70239202157981821,51.0,4.8,
2014,70239202189595926,150.0,4.8,
2015,70239201931461188,30.0,3.9,
2016,70239201931546892,150.0,6.3,цинк
2017,70239202173132167,19.0,4.8,красный
2018,70239202172988622,70.0,4.8,темно-коричневый
2019,70239202149053120,150.0,6.0,
2020,70239202173042272,35.0,4.8,зеленый насыщенный
2021,70239201931549360,19.0,4.2,коричневый
2022,70239202157973111,25.0,4.2,
2023,70239202173097994,35.0,3.5,белый цинк
2024,70239202148927286,90.0,4.2,
2025,70239202149058039,130.0,6.0,
2026,70239201931460700,5.5,6.3,
2027,70239202149067845,20.0,3.0,
2028,70239202188004792,41.0,3.5,
2029,70239202157976996,51.0,3.5,
2030,70239202173119822,90.0,6.0,желтый цинк
2031,70239202173058524,50.0,4.8,темно-зеленый
2032,70239202173096560,45.0,3.5,
2033,70239201940757917,51.0,3.5,
2034,70239202157988887,90.0,4.8,
2035,70239201931544466,16.0,3.9,
2036,70239201931544786,32.0,6.3,цинк
2037,70239202157970254,25.0,5.0,
2038,70239201940756582,110.0,4.8,
2039,70239202188847081,19.0,3.5,
2040,70239201931545958,35.0,3.9,
2041,70239202156273913,30.0,3.5,
2042,70239202173119804,4.8,51.0,зеленый
2043,70239202189651671,30.0,4.0,
2044,70239201931552890,35.0,4.8,красный цинк
2045,70239202186932438,102.0,4.8,
2046,70239201931461052,102.0,6.3,цинк
2047,70239202148927349,75.0,4.2,
2048,70239202173115287,13.0,4.2,
2049,70239202173061416,19.0,5.5,рубиново-красный
2050,70239202173051410,51.0,4.8,RAL 3011
2051,70239202173081427,25.0,4.0,белый цинк
2052,70239202157971743,127.0,4.8,
2053,70239202149000459,55.0,3.5,
2054,70239202148999324,25.0,4.2,
2055,70239202173030491,80.0,4.8,рубиново-красный
2056,70239202173045134,16.0,4.2,темно-зеленый
2057,70239202173071972,16.0,3.5,желтый цинк
2058,70239202173046368,80.0,5.0,желтый
2059,70239202173101277,70.0,4.8,зеленый
2060,70239202149067858,19.0,3.5,
2061,70239202173481324,55.0,3.5,
2062,70239201931455135,90.0,6.0,
2063,70239202173069198,16.0,4.2,темно-зеленый
2064,70239202189972509,90.0,4.8,
2065,70239202173088718,32.0,3.5,
2066,70239201931461905,19.0,6.3,
2067,70239201931544176,16.0,4.2,цинк
2068,70239202186944444,152.0,4.8,
2069,70239202149083852,100.0,5.0,
2070,70239202173481342,32.0,6.3,цинк
2071,70239202173480951,55.0,3.5,
2072,70239201931458927,220.0,12.0,
2073,70239202188648497,51.0,4.8,RAL 8014
2074,70239201931544580,16.0,3.5,
2075,70239202171848780,80.0,5.0,
2076,70239201931456048,180.0,8.0,
2077,70239202149097036,30.0,5.0,
2078,70239202173095911,13.0,3.5,хром
2079,70239202188629733,25.0,2.5,
2080,70239202157972756,60.0,6.3,
2081,70239202149066083,9.5,3.5,
2082,70239202186277024,20.0,5.0,
2083,70239202157975361,51.0,4.8,
2084,70239202171886778,60.0,5.0,
2085,70239202186277252,45.0,3.5,черный
2086,70239202157977507,25.0,4.2,
2087,70239202014105173,51.0,4.8,зеленый
2088,70239201940582698,4.8,29.0,
2089,70239201940756702,40.0,3.0,
2090,70239202186112118,16.0,4.2,
2091,70239202157982313,150.0,5.0,
